from_id	from_name	direction	to_id	to_name	condition
79	Behind House	IN	203	Kitchen	if #235 (kitchen window) is OPEN
80	South of House	E	79	Behind House	
80	South of House	W	180	West of House	
80	South of House	S	76	Forest	
80	South of House	NE	79	Behind House	
80	South of House	NW	180	West of House	
81	North of House	N	75	Forest Path	
81	North of House	E	79	Behind House	
81	North of House	W	180	West of House	
81	North of House	SE	79	Behind House	
81	North of House	SW	180	West of House	
82		IN	82		
88	Up a Tree	DOWN	75	Forest Path	
94	Studio	S	148	Gallery	
94	Studio	UP			routine 0x0A578
96	Engravings Cave	E	133	Dome Room	
96	Engravings Cave	NW	107	Round Room	
100	Reservoir	N	172	Reservoir North	
100	Reservoir	W	48	Stream	
100	Reservoir	S	50	Reservoir South	
100	Reservoir	UP	48	Stream	
102	The Troll Room	E	41	East-West Passage	if GLOBAL-142
102	The Troll Room	W	70	Maze	if GLOBAL-142
102	The Troll Room	S	72	Cellar	
105	Torch Room	S	220	Temple	
105	Torch Room	DOWN	220	Temple	
107	Round Room	N	38	North-South Passage	
107	Round Room	E	138	Loud Room	
107	Round Room	W	41	East-West Passage	
107	Round Room	S	44	Narrow Passage	
107	Round Room	SE	96	Engravings Cave	
118	Dead End	N	20	Ladder Bottom	
120	Sandy Beach	S	30	Shore	
120	Sandy Beach	NE	126	Sandy Cave	
124	Gas Room	E	19	Coal Mine	
124	Gas Room	UP	22	Smelly Room	
126	Sandy Cave	SW	120	Sandy Beach	
130	Frigid River	E	120	Sandy Beach	
130	Frigid River	W	32	White Cliffs Beach	
130	Frigid River	DOWN	31	Frigid River	
133	Dome Room	W	96	Engravings Cave	
133	Dome Room	DOWN	105	Torch Room	if GLOBAL-148
136	End of Rainbow	E	28	On the Rainbow	if GLOBAL-143
136	End of Rainbow	NE	28	On the Rainbow	if GLOBAL-143
136	End of Rainbow	SW	27	Canyon Bottom	
136	End of Rainbow	UP	28	On the Rainbow	if GLOBAL-143
138	Loud Room	E	39	Damp Cave	
138	Loud Room	W	107	Round Room	
138	Loud Room	UP	40	Deep Canyon	
140	Dam Base	N	215	Dam	
140	Dam Base	UP	215	Dam	
143	Clearing	E	77	Forest	
143	Clearing	W	78	Forest	
143	Clearing	S	75	Forest Path	
143	Clearing	DOWN			routine 0x04EC6
148	Gallery	N	94	Studio	
148	Gallery	W	71	East of Chasm	
150	Mirror Room	N	45	Cold Passage	
150	Mirror Room	E	47	Cave	
150	Mirror Room	W	42	Twisting Passage	
152	Mirror Room	N	44	Narrow Passage	
152	Mirror Room	E	46	Cave	
152	Mirror Room	W	43	Winding Passage	
154	Dam Lobby	N	199	Maintenance Room	
154	Dam Lobby	E	199	Maintenance Room	
154	Dam Lobby	S	215	Dam	
157	Machine Room	N	228	Drafty Room	
167	Maze	N	68	Maze	
167	Maze	E	65	Dead End	
167	Maze	SW	64	Maze	
172	Reservoir North	N	187	Atlantis Room	
172	Reservoir North	S	100	Reservoir	if GLOBAL-145
175	Egyptian Room	W	220	Temple	
175	Egyptian Room	UP	220	Temple	
178	Stone Barrow	NE	180	West of House	
180	West of House	N	81	North of House	
180	West of House	W	78	Forest	
180	West of House	S	80	South of House	
180	West of House	NE	81	North of House	
180	West of House	SE	80	South of House	
180	West of House	SW	178	Stone Barrow	if GLOBAL-141
180	West of House	IN	178	Stone Barrow	if GLOBAL-141
185	Cyclops Room	E	51	Strange Passage	if GLOBAL-144
185	Cyclops Room	NW	52	Maze	
185	Cyclops Room	UP	190	Treasure Room	if GLOBAL-150
187	Atlantis Room	S	172	Reservoir North	
187	Atlantis Room	UP	47	Cave	
190	Treasure Room	DOWN	185	Cyclops Room	
193	Living Room	E	203	Kitchen	
193	Living Room	W	51	Strange Passage	if GLOBAL-144
193	Living Room	DOWN			routine 0x0A5D0
199	Maintenance Room	W	154	Dam Lobby	
199	Maintenance Room	S	154	Dam Lobby	
201	Attic	DOWN	203	Kitchen	
203	Kitchen	E	79	Behind House	if #235 (kitchen window) is OPEN
203	Kitchen	W	193	Living Room	
203	Kitchen	UP	201	Attic	
203	Kitchen	DOWN	94	Studio	if GLOBAL-151
203	Kitchen	OUT	79	Behind House	if #235 (kitchen window) is OPEN
206	Timber Room	E	20	Ladder Bottom	
206	Timber Room	W	228	Drafty Room	if GLOBAL-147
212	Altar	N	220	Temple	
212	Altar	DOWN	46	Cave	if GLOBAL-140
215	Dam	N	154	Dam Lobby	
215	Dam	E	140	Dam Base	
215	Dam	W	50	Reservoir South	
215	Dam	S	40	Deep Canyon	
215	Dam	DOWN	140	Dam Base	
220	Temple	N	105	Torch Room	
220	Temple	E	175	Egyptian Room	
220	Temple	S	212	Altar	
220	Temple	UP	105	Torch Room	
220	Temple	DOWN	175	Egyptian Room	
220	Temple	OUT	105	Torch Room	
222	Bat Room	E	226	Shaft Room	
222	Bat Room	S	23	Squeaky Room	
226	Shaft Room	N	22	Smelly Room	
226	Shaft Room	W	222	Bat Room	
228	Drafty Room	E	206	Timber Room	if GLOBAL-147
228	Drafty Room	S	157	Machine Room	
228	Drafty Room	OUT	206	Timber Room	if GLOBAL-147
230	Land of the Dead	N	232	Entrance to Hades	
230	Land of the Dead	OUT	232	Entrance to Hades	
232	Entrance to Hades	S	230	Land of the Dead	if GLOBAL-146
232	Entrance to Hades	UP	46	Cave	
232	Entrance to Hades	IN	230	Land of the Dead	if GLOBAL-146
239	Forest	N	77	Forest	
239	Forest	W	77	Forest	
239	Forest	S	77	Forest	
