from_id	from_name	direction	to_id	to_name	condition
79	The Wabe	NE	371	Lancaster Walk	via routine 0x2253C | if NOT #395 (gnomon) has ATTRIBUTE3  →jump 0x22546
79	The Wabe	SE	250	Flower Walk	via routine 0x2254C | if NOT #395 (gnomon) has ATTRIBUTE3  →jump 0x22555
79	The Wabe	SW	236	Palace Gate	via routine 0x2255C | if NOT #395 (gnomon) has ATTRIBUTE3  →jump 0x22565
79	The Wabe	NW	354	Broad Walk	via routine 0x2256C | if NOT #395 (gnomon) has ATTRIBUTE3  →jump 0x22576
80	Halfway	N	316	Vertex	via routine 0x23E18 | if (SP)+ is zero  →jump RFALSE
80	Halfway	S	575	Bottom of Stairs	via routine 0x23E28 | if (SP)+ is zero  →jump RFALSE
80	Halfway	UP	316	Vertex	via routine 0x23E18 | if (SP)+ is zero  →jump RFALSE
80	Halfway	DOWN	575	Bottom of Stairs	via routine 0x23E28 | if (SP)+ is zero  →jump RFALSE
121	Long Water	E	438	Wading	via routine 0x22984
121	Long Water	IN	438	Wading	via routine 0x22984
127	Playground	E	36	Shelter	via routine 0x26074 | if G7C is zero  →jump 0x2607C
127	Playground	DOWN	36	Shelter	via routine 0x26074 | if G7C is zero  →jump 0x2607C
127	Playground	IN	36	Shelter	via routine 0x26074 | if G7C is zero  →jump 0x2607C
131	Underground	IN	87	Underground	via routine 0x254C8 | if NOT #91 (white door) has ATTRIBUTE19  →jump 0x254D2
132	Desert	N	293	Paved Road	via routine 0x27BCC | if JL(0x32, (SP)+)  →jump 0x27BEC
132	Desert	N	544	Crossroads	via routine 0x27BCC | if JL(0x32, (SP)+)  →jump 0x27BEC
132	Desert	NE	226	Paved Road	via routine 0x27C1C | if JL(0x32, (SP)+)  →jump 0x27C3C
132	Desert	NE	293	Paved Road	via routine 0x27C1C | if JL(0x32, (SP)+)  →jump 0x27C3C
132	Desert	E	226	Paved Road	via routine 0x27C1C | if JL(0x32, (SP)+)  →jump 0x27C3C
132	Desert	E	293	Paved Road	via routine 0x27C1C | if JL(0x32, (SP)+)  →jump 0x27C3C
132	Desert	SE	437	Behind the Shed	via routine 0x27BFC | if G18 equal 0x01B5  →jump 0x27C0B; if JL(0x32, (SP)+)  →jump 0x27C15
132	Desert	W	174	Outside Blockhouse	via routine 0x27C4C | if G18 equal 0xAE  →jump 0x27C5B; if JL(0x32, (SP)+)  →jump 0x27C61
132	Desert	W	529	Desert	via routine 0x27C4C | if G18 equal 0xAE  →jump 0x27C5B; if JL(0x32, (SP)+)  →jump 0x27C61
139	Northeast Yard	S	6	Front Deck	via routine 0x2844C
139	Northeast Yard	UP	6	Front Deck	via routine 0x2844C
145	Crater	W	441	Crater's Edge	via routine 0x23A44
145	Crater	UP	441	Crater's Edge	via routine 0x23A44
145	Crater	OUT	441	Crater's Edge	via routine 0x23A44
146	Base of Tower	UP	247	Tower Landing	via routine 0x26868
158	Tower Platform	DOWN	247	Tower Landing	via routine 0x26590 | if NOT #31 (voices) has ATTRIBUTE24  →jump 0x265DB; if (SP)+ is nonzero  →jump 0x265DB
159	Desert	E	465	Desert	via routine 0x2738C | if G18 not equal 0x0216  →jump 0x2739B
159	Desert	S	480	Desert	via routine 0x2736C | if G18 not equal 0x0216  →jump 0x2737B
174	Outside Blockhouse	SW	529	Desert	via routine 0x26EC8 | if NOT JG(G99, 0x1B)  →jump 0x26ED7
174	Outside Blockhouse	NW	497	Desert	via routine 0x26EB4
179	Lancaster Gate	S	371	Lancaster Walk	via routine 0x22764 | if (SP)+ is nonzero  →jump RFALSE
179	Lancaster Gate	SW	144	Round Pond	via routine 0x2277C | if (SP)+ is nonzero  →jump RFALSE
179	Lancaster Gate	W	531	Inverness Terrace	via routine 0x22770 | if (SP)+ is nonzero  →jump RFALSE
180	Foothills	S	225	Foothills	via routine 0x274E0 | if G18 equal 0x017D  →jump 0x274F1; if JL(0x32, (SP)+)  →jump 0x274F8
180	Foothills	S	381	Northeast of Tower	via routine 0x274E0 | if G18 equal 0x017D  →jump 0x274F1; if JL(0x32, (SP)+)  →jump 0x274F8
180	Foothills	SW	296	North of Tower	via routine 0x27508 | if JL(0x32, (SP)+)  →jump 0x27528
180	Foothills	SW	381	Northeast of Tower	via routine 0x27508 | if JL(0x32, (SP)+)  →jump 0x27528
199	Platform	DOWN	488	Under Platform	via routine 0x24F3C
215	East Beach	N	224	North Beach	via routine 0x25A54
215	East Beach	S	476	South Beach	via routine 0x25A5C
215	East Beach	SW	476	South Beach	via routine 0x25A5C
215	East Beach	NW	224	North Beach	via routine 0x25A54
222	Foothills	N	225	Foothills	via routine 0x27838 | if JL(0x32, (SP)+)  →jump 0x2785A
222	Foothills	N	559	South of Reservoir	via routine 0x27838 | if JL(0x32, (SP)+)  →jump 0x2785A
222	Foothills	W	239	Desert	via routine 0x2787C | if JL(0x32, (SP)+)  →jump 0x2788D
222	Foothills	W	577	Desert	via routine 0x2787C | if JL(0x32, (SP)+)  →jump 0x2788D
222	Foothills	NW	239	Desert	via routine 0x2789C | if G18 not equal 0x012C  →jump 0x278B5; if JL(0x32, (SP)+)  →jump 0x278C4
222	Foothills	NW	477	Southeast Yard	via routine 0x2789C | if G18 not equal 0x012C  →jump 0x278B5; if JL(0x32, (SP)+)  →jump 0x278C4
224	North Beach	E	215	East Beach	via routine 0x25A44
224	North Beach	SE	215	East Beach	via routine 0x25A44
224	North Beach	SW	231	West Beach	via routine 0x25A4C
224	North Beach	W	231	West Beach	via routine 0x25A4C
225	Foothills	S	222	Foothills	via routine 0x2772C | if G18 not equal 0x7A  →jump 0x27743; if JL(0x32, (SP)+)  →jump 0x27751
225	Foothills	S	292	North of Reservoir	via routine 0x2772C | if G18 not equal 0x7A  →jump 0x27743; if JL(0x32, (SP)+)  →jump 0x27751
225	Foothills	SW	292	North of Reservoir	via routine 0x27760 | if JL(0x32, (SP)+)  →jump 0x2778B
225	Foothills	SW	558	Northeast of Ranch	via routine 0x27760 | if JL(0x32, (SP)+)  →jump 0x2778B
225	Foothills	W	290	East of Tower	via routine 0x2779C | if JL(0x32, (SP)+)  →jump 0x277C8
225	Foothills	W	456	Shallow Crater	via routine 0x2779C | if JL(0x32, (SP)+)  →jump 0x277C8
225	Foothills	NW	180	Foothills	via routine 0x277D8 | if JL(0x32, (SP)+)  →jump 0x277F8
225	Foothills	NW	381	Northeast of Tower	via routine 0x277D8 | if JL(0x32, (SP)+)  →jump 0x277F8
231	West Beach	N	224	North Beach	via routine 0x25A54
231	West Beach	NE	224	North Beach	via routine 0x25A54
231	West Beach	SE	476	South Beach	via routine 0x25A5C
231	West Beach	S	476	South Beach	via routine 0x25A5C
239	Desert	N	456	Shallow Crater	via routine 0x27A00 | if JL(0x32, (SP)+)  →jump 0x27A20
239	Desert	N	515	Southwest of Ranch	via routine 0x27A00 | if JL(0x32, (SP)+)  →jump 0x27A20
239	Desert	NE	122	Northwest of Ranch	via routine 0x27A30 | if G18 not equal 0x0174  →jump 0x27A48; if JL(0x32, (SP)+)  →jump 0x27A56
239	Desert	NE	515	Southwest of Ranch	via routine 0x27A30 | if G18 not equal 0x0174  →jump 0x27A48; if JL(0x32, (SP)+)  →jump 0x27A56
239	Desert	E	222	Foothills	via routine 0x27A68 | if JL(0x32, (SP)+)  →jump 0x27A87
239	Desert	E	515	Southwest of Ranch	via routine 0x27A68 | if JL(0x32, (SP)+)  →jump 0x27A87
239	Desert	SE	222	Foothills	via routine 0x27A98 | if G18 not equal 0x0203  →jump 0x27AA7
239	Desert	SW	226	Paved Road	via routine 0x27AB8 | if JL(0x32, (SP)+)  →jump 0x27AD6
239	Desert	SW	382	Paved Road	via routine 0x27AB8 | if JL(0x32, (SP)+)  →jump 0x27AD6
239	Desert	NW	382	Paved Road	via routine 0x27AE8 | if JL(0x32, (SP)+)  →jump 0x27B08
239	Desert	NW	466	South of Tower	via routine 0x27AE8 | if JL(0x32, (SP)+)  →jump 0x27B08
240	Hallway	W	345	Icehouse	via routine 0x282C8
240	Hallway	DOWN	345	Icehouse	via routine 0x282C8
242	Underwater	UP	457	Reservoir	via routine 0x28C14 | if G7F is zero  →jump 0x28C22
242	Underwater	OUT	457	Reservoir	via routine 0x28C14 | if G7F is zero  →jump 0x28C22
247	Tower Landing	UP	158	Tower Platform	via routine 0x266C8
247	Tower Landing	DOWN	146	Base of Tower	via routine 0x266E0 | if #146 (Base of Tower) has ATTRIBUTE23  →jump 0x26707
254	Tundra	NE	43	Cliff Edge	via routine 0x250CC
297	Back Yard	S	240	Hallway	via routine 0x283DC
300	Under the Windmill	UP	540	Windmill	via routine 0x288C8 | if NOT #541 (pair of binoculars) has ATTRIBUTE23  →jump 0x288FC; if #540 (Windmill) has ATTRIBUTE23  →jump 0x2890B
306	Chasm's Brink	N	76	Mesa	via routine 0x236F0 | if NOT #112 (oak tree) has ATTRIBUTE11  →jump 0x2370A
316	Vertex	S	80	Halfway	via routine 0x23F3C
316	Vertex	DOWN	80	Halfway	via routine 0x23F3C
319	South Bog	SW	323	Summit	via routine 0x24630
319	South Bog	UP	323	Summit	via routine 0x24630
336	Edge of Reservoir	N	457	Reservoir	via routine 0x28A98 | if #13 (birdcage) is not inside #103 (yourself)  →jump 0x28AA3; if L00 is nonzero  →jump 0x28AAC
336	Edge of Reservoir	S	559	South of Reservoir	via routine 0x28B00
336	Edge of Reservoir	DOWN	559	South of Reservoir	via routine 0x28B00
336	Edge of Reservoir	IN	457	Reservoir	via routine 0x28A98 | if #13 (birdcage) is not inside #103 (yourself)  →jump 0x28AA3; if L00 is nonzero  →jump 0x28AAC
344	Bottom of Scaffold	N	394	Scaffold	via routine 0x25960
344	Bottom of Scaffold	UP	394	Scaffold	via routine 0x25960
345	Icehouse	E	240	Hallway	via routine 0x28358
345	Icehouse	UP	240	Hallway	via routine 0x28358
345	Icehouse	OUT	240	Hallway	via routine 0x28358
353	Barrow	N	522	Ossuary	via routine 0x233B4 | if #484 (splinter) is not inside #103 (yourself)  →jump 0x233EC; if NOT #591 (barrow wight) has ATTRIBUTE4  →jump 0x233CD
353	Barrow	DOWN	449	Ice Cavern	via routine 0x23500 | if NOT #234 (slope) has ATTRIBUTE19  →jump 0x2354D
394	Scaffold	S	344	Bottom of Scaffold	via routine 0x25858
394	Scaffold	DOWN	344	Bottom of Scaffold	via routine 0x25858
414	Cemetery	S	472	Waterfall	via routine 0x23188
414	Cemetery	DOWN	472	Waterfall	via routine 0x23188
417	Herb Garden	IN	199	Platform	via routine 0x23014 | if NOT #356 (white door) has ATTRIBUTE26  →jump 0x2302C; if NOT #533 (back door) has ATTRIBUTE19  →jump 0x23024
417	Herb Garden	IN	327	Cottage	via routine 0x23014 | if NOT #356 (white door) has ATTRIBUTE26  →jump 0x2302C; if NOT #533 (back door) has ATTRIBUTE19  →jump 0x23024
426	Forest Clearing	W	323	Summit	via routine 0x24630
426	Forest Clearing	UP	323	Summit	via routine 0x24630
430	South Arbor	UP	408	Top of Arbor	via routine 0x24820
430	South Arbor	DOWN	462	Arboretum	via routine 0x248E8
430	South Arbor	IN	408	Top of Arbor	via routine 0x24820
430	South Arbor	OUT	462	Arboretum	via routine 0x248E8
437	Behind the Shed	E	577	Desert	via routine 0x272D0
438	Wading	W	121	Long Water	via routine 0x22A9C
438	Wading	OUT	121	Long Water	via routine 0x22A9C
441	Crater's Edge	E	145	Crater	via routine 0x239B0
441	Crater's Edge	DOWN	145	Crater	via routine 0x239B0
441	Crater's Edge	IN	145	Crater	via routine 0x239B0
449	Ice Cavern	E	472	Waterfall	via routine 0x23C54
449	Ice Cavern	OUT	472	Waterfall	via routine 0x23C54
457	Reservoir	S	336	Edge of Reservoir	via routine 0x28B5C
457	Reservoir	UP	336	Edge of Reservoir	via routine 0x28B5C
457	Reservoir	DOWN	242	Underwater	via routine 0x28B70 | if G7F is nonzero  →jump 0x28B92; if #13 (birdcage) is not inside #103 (yourself)  →jump 0x28BAC
457	Reservoir	IN	242	Underwater	via routine 0x28B70 | if G7F is nonzero  →jump 0x28B92; if #13 (birdcage) is not inside #103 (yourself)  →jump 0x28BAC
457	Reservoir	OUT	336	Edge of Reservoir	via routine 0x28B5C
462	Arboretum	N	4	North Arbor	via routine 0x247DC
462	Arboretum	S	430	South Arbor	via routine 0x247E8
465	Desert	SE	296	North of Tower	via routine 0x273F0 | if JL(0x32, (SP)+)  →jump 0x27410
465	Desert	SE	381	Northeast of Tower	via routine 0x273F0 | if JL(0x32, (SP)+)  →jump 0x27410
465	Desert	S	210	Northwest of Tower	via routine 0x27420 | if JL(0x32, (SP)+)  →jump 0x27440
465	Desert	S	296	North of Tower	via routine 0x27420 | if JL(0x32, (SP)+)  →jump 0x27440
465	Desert	SW	109	Paved Road	via routine 0x27450 | if JL(0x32, (SP)+)  →jump 0x2746F
465	Desert	SW	210	Northwest of Tower	via routine 0x27450 | if JL(0x32, (SP)+)  →jump 0x2746F
465	Desert	W	159	Desert	via routine 0x27480 | if JL(0x32, (SP)+)  →jump 0x2749F
465	Desert	W	534	Paved Road	via routine 0x27480 | if JL(0x32, (SP)+)  →jump 0x2749F
471	Moor	IN	208	Thin Air	via routine 0x24010 | if NOT #198 (white door) has ATTRIBUTE26  →jump 0x2401A; if NOT #198 (white door) has ATTRIBUTE19  →jump 0x2407A
472	Waterfall	N	414	Cemetery	via routine 0x2317C
472	Waterfall	W	449	Ice Cavern	via routine 0x23B04 | if #481 (opening) has ATTRIBUTE24  →jump 0x23B13
472	Waterfall	UP	414	Cemetery	via routine 0x2317C
476	South Beach	NE	215	East Beach	via routine 0x25A44
476	South Beach	E	215	East Beach	via routine 0x25A44
476	South Beach	W	231	West Beach	via routine 0x25A4C
476	South Beach	NW	231	West Beach	via routine 0x25A4C
477	Southeast Yard	N	6	Front Deck	via routine 0x2844C
477	Southeast Yard	UP	6	Front Deck	via routine 0x2844C
480	Desert	N	159	Desert	via routine 0x27564 | if JL(0x32, (SP)+)  →jump 0x27583
480	Desert	N	534	Paved Road	via routine 0x27564 | if JL(0x32, (SP)+)  →jump 0x27583
480	Desert	NE	109	Paved Road	via routine 0x27594 | if JL(0x32, (SP)+)  →jump 0x275B3
480	Desert	NE	210	Northwest of Tower	via routine 0x27594 | if JL(0x32, (SP)+)  →jump 0x275B3
480	Desert	E	109	Paved Road	via routine 0x275C4 | if JL(0x32, (SP)+)  →jump 0x275E3
480	Desert	E	210	Northwest of Tower	via routine 0x275C4 | if JL(0x32, (SP)+)  →jump 0x275E3
480	Desert	SE	219	Southwest of Tower	via routine 0x275F4 | if JL(0x32, (SP)+)  →jump 0x27613
480	Desert	SE	311	West of Tower	via routine 0x275F4 | if JL(0x32, (SP)+)  →jump 0x27613
488	Under Platform	UP	199	Platform	via routine 0x24FD0
493	Jeep	OUT	534	Paved Road	via routine 0x26A2C | if NOT #126 (door) has ATTRIBUTE19  →jump 0x26A45
497	Desert	E	120	Paved Road	via routine 0x2765C | if JL(0x32, (SP)+)  →jump 0x2767B
497	Desert	E	219	Southwest of Tower	via routine 0x2765C | if JL(0x32, (SP)+)  →jump 0x2767B
497	Desert	SE	544	Crossroads	via routine 0x2768C | if L00 not equal 0x0220  →jump 0x276AB
497	Desert	S	529	Desert	via routine 0x276B4 | if JL(0x32, (SP)+)  →jump 0x276D4
497	Desert	S	544	Crossroads	via routine 0x276B4 | if JL(0x32, (SP)+)  →jump 0x276D4
507	Shack	OUT	158	Tower Platform	via routine 0x26438 | if NOT #70 (white door) has ATTRIBUTE19  →jump 0x26442
510	Desert	N	120	Paved Road	via routine 0x27908 | if JL(0x32, (SP)+)  →jump 0x27925
510	Desert	N	219	Southwest of Tower	via routine 0x27908 | if JL(0x32, (SP)+)  →jump 0x27925
510	Desert	NE	382	Paved Road	via routine 0x27934 | if JL(0x32, (SP)+)  →jump 0x27954
510	Desert	NE	466	South of Tower	via routine 0x27934 | if JL(0x32, (SP)+)  →jump 0x27954
510	Desert	W	120	Paved Road	via routine 0x27990 | if JL(0x32, (SP)+)  →jump 0x279B1
510	Desert	W	544	Crossroads	via routine 0x27990 | if JL(0x32, (SP)+)  →jump 0x279B1
510	Desert	NW	120	Paved Road	via routine 0x27964 | if JL(0x32, (SP)+)  →jump 0x27981
510	Desert	NW	219	Southwest of Tower	via routine 0x27964 | if JL(0x32, (SP)+)  →jump 0x27981
522	Ossuary	S	353	Barrow	via routine 0x22B70
522	Ossuary	IN	131	Underground	via routine 0x22BC4 | if NOT #91 (white door) has ATTRIBUTE26  →jump 0x22BCE; if NOT #91 (white door) has ATTRIBUTE19  →jump 0x22C0E
529	Desert	N	174	Outside Blockhouse	via routine 0x27B48 | if G18 not equal 0xAE  →jump 0x27B55
529	Desert	N	497	Desert	via routine 0x27B48 | if G18 not equal 0xAE  →jump 0x27B55
529	Desert	NE	132	Desert	via routine 0x27B64
529	Desert	E	132	Desert	via routine 0x27B84 | if G18 not equal 0xAE  →jump 0x27B91
529	Desert	E	174	Outside Blockhouse	via routine 0x27B84 | if G18 not equal 0xAE  →jump 0x27B91
534	Paved Road	IN	493	Jeep	via routine 0x26998 | if #126 (door) has ATTRIBUTE19  →jump 0x269B4
540	Windmill	DOWN	300	Under the Windmill	via routine 0x28994
540	Windmill	OUT	300	Under the Windmill	via routine 0x28994
559	South of Reservoir	N	336	Edge of Reservoir	via routine 0x28A34
559	South of Reservoir	UP	336	Edge of Reservoir	via routine 0x28A34
573	Front Yard	W	6	Front Deck	via routine 0x287A8
573	Front Yard	UP	6	Front Deck	via routine 0x287A8
573	Front Yard	IN	6	Front Deck	via routine 0x287A8
575	Bottom of Stairs	N	80	Halfway	via routine 0x23D84
575	Bottom of Stairs	UP	80	Halfway	via routine 0x23D84
576	Meadow	N	323	Summit	via routine 0x24630
576	Meadow	UP	323	Summit	via routine 0x24630
577	Desert	W	226	Paved Road	via routine 0x27C94 | if G18 not equal 0x01B5  →jump 0x27CA3; if L00 not equal 0xE2  →jump 0x27CAF
577	Desert	NW	226	Paved Road	via routine 0x27C94 | if G18 not equal 0x01B5  →jump 0x27CA3; if L00 not equal 0xE2  →jump 0x27CAF
